"Country","Sector","Year","Value"
"Laos","Other Fuel Combustion","2010","0.43"
"Laos","Other Fuel Combustion","2009","0.43"
"Laos","Other Fuel Combustion","2008","0.43"
"Laos","Other Fuel Combustion","2007","0.43"
"Laos","Other Fuel Combustion","2006","0.43"
"Laos","Other Fuel Combustion","2005","0.43"
"Laos","Other Fuel Combustion","2004","0.43"
"Laos","Other Fuel Combustion","2003","0.43"
"Laos","Other Fuel Combustion","2002","0.43"
"Laos","Other Fuel Combustion","2001","0.43"
"Laos","Other Fuel Combustion","2000","0.43"
"Laos","Other Fuel Combustion","1999","0.48"
"Laos","Other Fuel Combustion","1998","0.53"
"Laos","Other Fuel Combustion","1997","0.59"
"Laos","Other Fuel Combustion","1996","0.64"
"Laos","Other Fuel Combustion","1995","0.69"
"Laos","Other Fuel Combustion","1994","0.75"
"Laos","Other Fuel Combustion","1993","0.80"
"Laos","Other Fuel Combustion","1992","0.85"
"Laos","Other Fuel Combustion","1991","0.91"
"Laos","Other Fuel Combustion","1990","0.96"
"Mongolia","Other Fuel Combustion","2018","0.43"
"Mongolia","Other Fuel Combustion","2017","0.42"
"Mongolia","Other Fuel Combustion","2016","0.41"
"Mongolia","Other Fuel Combustion","2015","0.41"
"Mongolia","Other Fuel Combustion","2014","0.38"
"Mongolia","Other Fuel Combustion","2013","0.36"
"Mongolia","Other Fuel Combustion","2012","0.34"
"Mongolia","Other Fuel Combustion","2011","0.31"
"Mongolia","Other Fuel Combustion","2010","0.29"
"Mongolia","Other Fuel Combustion","2009","0.28"
"Mongolia","Other Fuel Combustion","2008","0.27"
"Mongolia","Other Fuel Combustion","2007","0.27"
"Mongolia","Other Fuel Combustion","2006","0.26"
"Mongolia","Other Fuel Combustion","2005","0.28"
"Mongolia","Other Fuel Combustion","2004","0.30"
"Mongolia","Other Fuel Combustion","2003","0.31"
"Mongolia","Other Fuel Combustion","2002","0.33"
"Mongolia","Other Fuel Combustion","2001","0.35"
"Mongolia","Other Fuel Combustion","2000","0.37"
"Mongolia","Other Fuel Combustion","1999","0.38"
"Mongolia","Other Fuel Combustion","1998","0.40"
"Mongolia","Other Fuel Combustion","1997","0.39"
"Mongolia","Other Fuel Combustion","1996","0.39"
"Mongolia","Other Fuel Combustion","1995","0.35"
"Mongolia","Other Fuel Combustion","1994","0.36"
"Mongolia","Other Fuel Combustion","1993","0.34"
"Mongolia","Other Fuel Combustion","1992","0.34"
"Mongolia","Other Fuel Combustion","1991","0.32"
"Mongolia","Other Fuel Combustion","1990","0.33"
"Papua New Guinea","Other Fuel Combustion","2018","0.40"
"Papua New Guinea","Other Fuel Combustion","2017","0.40"
"Papua New Guinea","Other Fuel Combustion","2016","0.40"
"Papua New Guinea","Other Fuel Combustion","2015","0.40"
"Papua New Guinea","Other Fuel Combustion","2014","0.40"
"Papua New Guinea","Other Fuel Combustion","2013","0.40"
"Papua New Guinea","Other Fuel Combustion","2012","0.40"
"Papua New Guinea","Other Fuel Combustion","2011","0.40"
"Papua New Guinea","Other Fuel Combustion","2010","0.39"
"Papua New Guinea","Other Fuel Combustion","2009","0.40"
"Papua New Guinea","Other Fuel Combustion","2008","0.40"
"Papua New Guinea","Other Fuel Combustion","2007","0.40"
"Papua New Guinea","Other Fuel Combustion","2006","0.40"
"Papua New Guinea","Other Fuel Combustion","2005","0.40"
"Papua New Guinea","Other Fuel Combustion","2004","0.40"
"Papua New Guinea","Other Fuel Combustion","2003","0.40"
"Papua New Guinea","Other Fuel Combustion","2002","0.40"
"Papua New Guinea","Other Fuel Combustion","2001","0.39"
"Papua New Guinea","Other Fuel Combustion","2000","0.39"
"Papua New Guinea","Other Fuel Combustion","1999","0.39"
"Papua New Guinea","Other Fuel Combustion","1998","0.39"
"Papua New Guinea","Other Fuel Combustion","1997","0.39"
"Papua New Guinea","Other Fuel Combustion","1996","0.39"
"Papua New Guinea","Other Fuel Combustion","1995","0.39"
"Papua New Guinea","Other Fuel Combustion","1994","0.39"
"Papua New Guinea","Other Fuel Combustion","1993","0.39"
"Papua New Guinea","Other Fuel Combustion","1992","0.39"
"Papua New Guinea","Other Fuel Combustion","1991","0.39"
"Papua New Guinea","Other Fuel Combustion","1990","0.39"
"Sweden","Other Fuel Combustion","2018","0.39"
"Sweden","Other Fuel Combustion","2017","0.39"
"Sweden","Other Fuel Combustion","2016","0.39"
"Sweden","Other Fuel Combustion","2015","0.38"
"Sweden","Other Fuel Combustion","2014","0.39"
"Sweden","Other Fuel Combustion","2013","0.41"
"Sweden","Other Fuel Combustion","2012","0.41"
"Sweden","Other Fuel Combustion","2011","0.42"
"Sweden","Other Fuel Combustion","2010","0.43"
"Sweden","Other Fuel Combustion","2009","0.43"
"Sweden","Other Fuel Combustion","2008","0.42"
"Sweden","Other Fuel Combustion","2007","0.41"
"Sweden","Other Fuel Combustion","2006","0.41"
"Sweden","Other Fuel Combustion","2005","0.43"
"Sweden","Other Fuel Combustion","2004","0.42"
"Sweden","Other Fuel Combustion","2003","0.42"
"Sweden","Other Fuel Combustion","2002","0.41"
"Sweden","Other Fuel Combustion","2001","0.41"
"Sweden","Other Fuel Combustion","2000","0.42"
"Sweden","Other Fuel Combustion","1999","0.43"
"Sweden","Other Fuel Combustion","1998","0.45"
"Sweden","Other Fuel Combustion","1997","0.48"
"Sweden","Other Fuel Combustion","1996","0.51"
"Sweden","Other Fuel Combustion","1995","0.50"
"Sweden","Other Fuel Combustion","1994","0.50"
"Sweden","Other Fuel Combustion","1993","0.50"
"Sweden","Other Fuel Combustion","1992","0.51"
"Sweden","Other Fuel Combustion","1991","0.51"
"Sweden","Other Fuel Combustion","1990","0.49"
"Costa Rica","Other Fuel Combustion","2018","0.38"
"Costa Rica","Other Fuel Combustion","2017","0.38"
"Costa Rica","Other Fuel Combustion","2016","0.39"
"Costa Rica","Other Fuel Combustion","2015","0.39"
"Costa Rica","Other Fuel Combustion","2014","0.39"
"Costa Rica","Other Fuel Combustion","2013","0.39"
"Costa Rica","Other Fuel Combustion","2012","0.39"
"Costa Rica","Other Fuel Combustion","2011","0.39"
"Costa Rica","Other Fuel Combustion","2010","0.39"
"Costa Rica","Other Fuel Combustion","2009","0.39"
"Costa Rica","Other Fuel Combustion","2008","0.38"
"Costa Rica","Other Fuel Combustion","2007","0.37"
"Costa Rica","Other Fuel Combustion","2006","0.37"
"Costa Rica","Other Fuel Combustion","2005","0.36"
"Costa Rica","Other Fuel Combustion","2004","0.35"
"Costa Rica","Other Fuel Combustion","2003","0.33"
"Costa Rica","Other Fuel Combustion","2002","0.32"
"Costa Rica","Other Fuel Combustion","2001","0.30"
"Costa Rica","Other Fuel Combustion","2000","0.29"
"Costa Rica","Other Fuel Combustion","1999","0.28"
"Costa Rica","Other Fuel Combustion","1998","0.27"
"Costa Rica","Other Fuel Combustion","1997","0.26"
"Costa Rica","Other Fuel Combustion","1996","0.26"
"Costa Rica","Other Fuel Combustion","1995","0.28"
"Costa Rica","Other Fuel Combustion","1994","0.30"
"Costa Rica","Other Fuel Combustion","1993","0.32"
"Costa Rica","Other Fuel Combustion","1992","0.34"
"Costa Rica","Other Fuel Combustion","1991","0.36"
"Costa Rica","Other Fuel Combustion","1990","0.38"
"Gambia","Other Fuel Combustion","2018","0.38"
"Gambia","Other Fuel Combustion","2017","0.37"
"Gambia","Other Fuel Combustion","2016","0.37"
"Gambia","Other Fuel Combustion","2015","0.36"
"Gambia","Other Fuel Combustion","2014","0.35"
"Gambia","Other Fuel Combustion","2013","0.34"
"Gambia","Other Fuel Combustion","2012","0.33"
"Gambia","Other Fuel Combustion","2011","0.32"
"Gambia","Other Fuel Combustion","2010","0.31"
"Gambia","Other Fuel Combustion","2009","0.28"
"Gambia","Other Fuel Combustion","2008","0.26"
"Gambia","Other Fuel Combustion","2007","0.23"
"Gambia","Other Fuel Combustion","2006","0.21"
"Gambia","Other Fuel Combustion","2005","0.18"
"Gambia","Other Fuel Combustion","2004","0.18"
"Gambia","Other Fuel Combustion","2001","0.16"
"Gambia","Other Fuel Combustion","2000","0.15"
"Gambia","Other Fuel Combustion","1999","0.15"
"Gambia","Other Fuel Combustion","1998","0.14"
"Gambia","Other Fuel Combustion","1997","0.14"
"Gambia","Other Fuel Combustion","1996","0.13"
"Gambia","Other Fuel Combustion","1995","0.12"
"Gambia","Other Fuel Combustion","1994","0.12"
"Gambia","Other Fuel Combustion","1993","0.11"
"Gambia","Other Fuel Combustion","1992","0.11"
"Gambia","Other Fuel Combustion","1991","0.11"
"Gambia","Other Fuel Combustion","1990","0.10"
"Croatia","Other Fuel Combustion","2018","0.38"
"Croatia","Other Fuel Combustion","2017","0.38"
"Croatia","Other Fuel Combustion","2016","0.38"
"Croatia","Other Fuel Combustion","2015","0.39"
"Croatia","Other Fuel Combustion","2014","0.35"
"Croatia","Other Fuel Combustion","2013","0.39"
"Croatia","Other Fuel Combustion","2012","0.40"
"Croatia","Other Fuel Combustion","2011","0.40"
"Croatia","Other Fuel Combustion","2010","0.41"
"Croatia","Other Fuel Combustion","2009","0.39"
"Croatia","Other Fuel Combustion","2008","0.37"
"Croatia","Other Fuel Combustion","2007","0.38"
"Croatia","Other Fuel Combustion","2006","0.39"
"Croatia","Other Fuel Combustion","2005","0.42"
"Croatia","Other Fuel Combustion","2004","0.40"
"Croatia","Other Fuel Combustion","2003","0.41"
"Croatia","Other Fuel Combustion","2002","0.36"
"Croatia","Other Fuel Combustion","2001","0.38"
"Croatia","Other Fuel Combustion","2000","0.35"
"Croatia","Other Fuel Combustion","1999","0.39"
"Croatia","Other Fuel Combustion","1998","0.40"
"Croatia","Other Fuel Combustion","1997","0.40"
"Croatia","Other Fuel Combustion","1996","0.42"
"Croatia","Other Fuel Combustion","1995","0.38"
"Croatia","Other Fuel Combustion","1994","0.36"
"Croatia","Other Fuel Combustion","1993","0.39"
"Croatia","Other Fuel Combustion","1992","0.38"
"Croatia","Other Fuel Combustion","1991","0.44"
"Croatia","Other Fuel Combustion","1990","0.41"
"Bhutan","Other Fuel Combustion","2018","0.37"
"Bhutan","Other Fuel Combustion","2017","0.37"
"Bhutan","Other Fuel Combustion","2016","0.38"
"Bhutan","Other Fuel Combustion","2015","0.38"
"Bhutan","Other Fuel Combustion","2014","0.38"
"Bhutan","Other Fuel Combustion","2013","0.37"
"Bhutan","Other Fuel Combustion","2012","0.37"
"Bhutan","Other Fuel Combustion","2011","0.37"
"Bhutan","Other Fuel Combustion","2010","0.36"
"Bhutan","Other Fuel Combustion","2009","0.35"
"Bhutan","Other Fuel Combustion","2008","0.35"
"Bhutan","Other Fuel Combustion","2007","0.34"
"Bhutan","Other Fuel Combustion","2006","0.33"
"Bhutan","Other Fuel Combustion","2005","0.33"
"Bhutan","Other Fuel Combustion","2004","0.32"
"Bhutan","Other Fuel Combustion","2003","0.32"
"Bhutan","Other Fuel Combustion","2002","0.31"
"Bhutan","Other Fuel Combustion","2001","0.31"
"Bhutan","Other Fuel Combustion","2000","0.30"
"Bhutan","Other Fuel Combustion","1999","0.30"
"Bhutan","Other Fuel Combustion","1998","0.29"
"Bhutan","Other Fuel Combustion","1997","0.29"
"Bhutan","Other Fuel Combustion","1996","0.28"
"Bhutan","Other Fuel Combustion","1995","0.28"
"Bhutan","Other Fuel Combustion","1994","0.27"
"Bhutan","Other Fuel Combustion","1993","0.27"
"Bhutan","Other Fuel Combustion","1992","0.27"
"Bhutan","Other Fuel Combustion","1991","0.27"
"Bhutan","Other Fuel Combustion","1990","0.27"
"Dominican Republic","Other Fuel Combustion","2018","0.37"
"Dominican Republic","Other Fuel Combustion","2017","0.37"
"Dominican Republic","Other Fuel Combustion","2016","0.37"
"Dominican Republic","Other Fuel Combustion","2015","0.37"
"Dominican Republic","Other Fuel Combustion","2014","0.39"
"Dominican Republic","Other Fuel Combustion","2013","0.40"
"Dominican Republic","Other Fuel Combustion","2012","0.42"
"Dominican Republic","Other Fuel Combustion","2011","0.43"
"Dominican Republic","Other Fuel Combustion","2010","0.45"
"Dominican Republic","Other Fuel Combustion","2009","0.44"
"Dominican Republic","Other Fuel Combustion","2008","0.44"
"Dominican Republic","Other Fuel Combustion","2007","0.43"
"Dominican Republic","Other Fuel Combustion","2006","0.43"
"Dominican Republic","Other Fuel Combustion","2005","0.42"
"Dominican Republic","Other Fuel Combustion","2004","0.43"
"Dominican Republic","Other Fuel Combustion","2003","0.44"
"Dominican Republic","Other Fuel Combustion","2002","0.44"
"Dominican Republic","Other Fuel Combustion","2001","0.45"
"Dominican Republic","Other Fuel Combustion","2000","0.46"
"Dominican Republic","Other Fuel Combustion","1999","0.47"
"Dominican Republic","Other Fuel Combustion","1998","0.48"
"Dominican Republic","Other Fuel Combustion","1997","0.47"
"Dominican Republic","Other Fuel Combustion","1996","0.46"
"Dominican Republic","Other Fuel Combustion","1995","0.45"
"Dominican Republic","Other Fuel Combustion","1994","0.44"
"Dominican Republic","Other Fuel Combustion","1993","0.41"
"Dominican Republic","Other Fuel Combustion","1992","0.38"
"Dominican Republic","Other Fuel Combustion","1991","0.35"
"Dominican Republic","Other Fuel Combustion","1990","0.32"
"South Sudan","Other Fuel Combustion","2018","0.37"
"South Sudan","Other Fuel Combustion","2017","0.37"
"South Sudan","Other Fuel Combustion","2016","0.36"
"South Sudan","Other Fuel Combustion","2015","0.36"
"South Sudan","Other Fuel Combustion","2014","0.29"
"South Sudan","Other Fuel Combustion","2013","0.22"
"South Sudan","Other Fuel Combustion","2012","0.14"
"Austria","Other Fuel Combustion","2018","0.35"
"Austria","Other Fuel Combustion","2017","0.35"
"Austria","Other Fuel Combustion","2016","0.36"
"Austria","Other Fuel Combustion","2015","0.35"
"Austria","Other Fuel Combustion","2014","0.33"
"Austria","Other Fuel Combustion","2013","0.39"
"Austria","Other Fuel Combustion","2012","0.37"
"Austria","Other Fuel Combustion","2011","0.35"
"Austria","Other Fuel Combustion","2010","0.37"
"Austria","Other Fuel Combustion","2009","0.34"
"Austria","Other Fuel Combustion","2008","0.35"
"Austria","Other Fuel Combustion","2007","0.34"
"Austria","Other Fuel Combustion","2006","0.36"
"Austria","Other Fuel Combustion","2005","0.37"
"Austria","Other Fuel Combustion","2004","0.38"
"Austria","Other Fuel Combustion","2003","0.39"
"Austria","Other Fuel Combustion","2002","0.40"
"Austria","Other Fuel Combustion","2001","0.43"
"Austria","Other Fuel Combustion","2000","0.41"
"Austria","Other Fuel Combustion","1999","0.43"
"Austria","Other Fuel Combustion","1998","0.43"
"Austria","Other Fuel Combustion","1997","0.45"
"Austria","Other Fuel Combustion","1996","0.50"
"Austria","Other Fuel Combustion","1995","0.51"
"Austria","Other Fuel Combustion","1994","0.48"
"Austria","Other Fuel Combustion","1993","0.52"
"Austria","Other Fuel Combustion","1992","0.55"
"Austria","Other Fuel Combustion","1991","0.61"
"Austria","Other Fuel Combustion","1990","0.58"
"Namibia","Other Fuel Combustion","2018","0.35"
"Namibia","Other Fuel Combustion","2017","0.35"
"Namibia","Other Fuel Combustion","2016","0.34"
"Namibia","Other Fuel Combustion","2015","0.34"
"Namibia","Other Fuel Combustion","2014","0.33"
"Namibia","Other Fuel Combustion","2013","0.32"
"Namibia","Other Fuel Combustion","2012","0.32"
"Namibia","Other Fuel Combustion","2011","0.31"
"Namibia","Other Fuel Combustion","2010","0.30"
"Namibia","Other Fuel Combustion","2009","0.30"
"Namibia","Other Fuel Combustion","2008","0.29"
"Namibia","Other Fuel Combustion","2007","0.29"
"Namibia","Other Fuel Combustion","2006","0.29"
"Namibia","Other Fuel Combustion","2005","0.29"
"Namibia","Other Fuel Combustion","2004","0.27"
"Namibia","Other Fuel Combustion","2003","0.26"
"Namibia","Other Fuel Combustion","2002","0.24"
"Namibia","Other Fuel Combustion","2001","0.23"
"Namibia","Other Fuel Combustion","2000","0.21"
"Namibia","Other Fuel Combustion","1999","0.20"
"Namibia","Other Fuel Combustion","1998","0.19"
"Namibia","Other Fuel Combustion","1997","0.18"
"Namibia","Other Fuel Combustion","1995","0.16"
"Namibia","Other Fuel Combustion","1994","0.15"
"Namibia","Other Fuel Combustion","1993","0.15"
"Namibia","Other Fuel Combustion","1992","0.16"
"Namibia","Other Fuel Combustion","1991","0.16"
"Namibia","Other Fuel Combustion","1990","0.16"
"Bulgaria","Other Fuel Combustion","2018","0.33"
"Bulgaria","Other Fuel Combustion","2017","0.34"
"Bulgaria","Other Fuel Combustion","2016","0.34"
"Bulgaria","Other Fuel Combustion","2015","0.33"
"Bulgaria","Other Fuel Combustion","2014","0.33"
"Bulgaria","Other Fuel Combustion","2013","0.35"
"Bulgaria","Other Fuel Combustion","2012","0.38"
"Bulgaria","Other Fuel Combustion","2011","0.36"
"Bulgaria","Other Fuel Combustion","2010","0.34"
"Bulgaria","Other Fuel Combustion","2009","0.30"
"Bulgaria","Other Fuel Combustion","2008","0.32"
"Bulgaria","Other Fuel Combustion","2007","0.32"
"Bulgaria","Other Fuel Combustion","2006","0.34"
"Bulgaria","Other Fuel Combustion","2005","0.32"
"Bulgaria","Other Fuel Combustion","2004","0.33"
"Bulgaria","Other Fuel Combustion","2003","0.35"
"Bulgaria","Other Fuel Combustion","2002","0.33"
"Bulgaria","Other Fuel Combustion","2001","0.25"
"Bulgaria","Other Fuel Combustion","2000","0.29"
"Bulgaria","Other Fuel Combustion","1999","0.28"
"Bulgaria","Other Fuel Combustion","1998","0.33"
"Bulgaria","Other Fuel Combustion","1997","0.27"
"Bulgaria","Other Fuel Combustion","1996","0.33"
"Bulgaria","Other Fuel Combustion","1995","0.29"
"Bulgaria","Other Fuel Combustion","1994","0.31"
"Bulgaria","Other Fuel Combustion","1993","0.37"
"Bulgaria","Other Fuel Combustion","1992","0.36"
"Bulgaria","Other Fuel Combustion","1991","0.31"
"Bulgaria","Other Fuel Combustion","1990","0.39"
"Fiji","Other Fuel Combustion","2018","0.33"
"Fiji","Other Fuel Combustion","2017","0.32"
"Fiji","Other Fuel Combustion","2016","0.31"
"Fiji","Other Fuel Combustion","2015","0.30"
"Fiji","Other Fuel Combustion","2014","0.25"
"Fiji","Other Fuel Combustion","2013","0.20"
"Fiji","Other Fuel Combustion","2012","0.15"
"Fiji","Other Fuel Combustion","2011","0.11"
"Fiji","Other Fuel Combustion","2007","0.08"
"Fiji","Other Fuel Combustion","2006","0.08"
"Fiji","Other Fuel Combustion","2005","0.09"
"Fiji","Other Fuel Combustion","2004","0.09"
"Fiji","Other Fuel Combustion","2003","0.08"
"Fiji","Other Fuel Combustion","2002","0.08"
"Fiji","Other Fuel Combustion","2001","0.08"
"Fiji","Other Fuel Combustion","2000","0.08"
"Fiji","Other Fuel Combustion","1999","0.08"
"Portugal","Other Fuel Combustion","2018","0.33"
"Portugal","Other Fuel Combustion","2017","0.33"
"Portugal","Other Fuel Combustion","2016","0.34"
"Portugal","Other Fuel Combustion","2015","0.34"
"Portugal","Other Fuel Combustion","2014","0.34"
"Portugal","Other Fuel Combustion","2013","0.34"
"Portugal","Other Fuel Combustion","2012","0.34"
"Portugal","Other Fuel Combustion","2011","0.34"
"Portugal","Other Fuel Combustion","2010","0.33"
"Portugal","Other Fuel Combustion","2009","0.35"
"Portugal","Other Fuel Combustion","2008","0.36"
"Portugal","Other Fuel Combustion","2007","0.37"
"Portugal","Other Fuel Combustion","2006","0.39"
"Portugal","Other Fuel Combustion","2005","0.41"
"Portugal","Other Fuel Combustion","2004","0.42"
"Portugal","Other Fuel Combustion","2003","0.43"
"Portugal","Other Fuel Combustion","2002","0.45"
"Portugal","Other Fuel Combustion","2001","0.46"
"Portugal","Other Fuel Combustion","2000","0.48"
"Portugal","Other Fuel Combustion","1999","0.49"
"Portugal","Other Fuel Combustion","1998","0.49"
"Portugal","Other Fuel Combustion","1997","0.50"
"Portugal","Other Fuel Combustion","1996","0.51"
"Portugal","Other Fuel Combustion","1995","0.51"
"Portugal","Other Fuel Combustion","1994","0.51"
"Portugal","Other Fuel Combustion","1993","0.52"
"Portugal","Other Fuel Combustion","1992","0.53"
"Portugal","Other Fuel Combustion","1991","0.53"
"Portugal","Other Fuel Combustion","1990","0.54"
"Libya","Other Fuel Combustion","2018","0.32"
"Libya","Other Fuel Combustion","2017","0.32"
"Libya","Other Fuel Combustion","2016","0.31"
"Libya","Other Fuel Combustion","2015","0.31"
"Libya","Other Fuel Combustion","2014","0.31"
"Libya","Other Fuel Combustion","2013","0.31"
"Libya","Other Fuel Combustion","2012","0.31"
"Libya","Other Fuel Combustion","2011","0.31"
"Libya","Other Fuel Combustion","2010","0.31"
"Libya","Other Fuel Combustion","2009","0.30"
"Libya","Other Fuel Combustion","2008","0.29"
"Libya","Other Fuel Combustion","2007","0.29"
"Libya","Other Fuel Combustion","2006","0.28"
"Libya","Other Fuel Combustion","2005","0.27"
"Libya","Other Fuel Combustion","2004","0.26"
"Libya","Other Fuel Combustion","2003","0.26"
"Libya","Other Fuel Combustion","2002","0.25"
"Libya","Other Fuel Combustion","2001","0.24"
"Libya","Other Fuel Combustion","2000","0.24"
"Libya","Other Fuel Combustion","1999","0.23"
"Libya","Other Fuel Combustion","1998","0.22"
"Libya","Other Fuel Combustion","1997","0.21"
"Libya","Other Fuel Combustion","1996","0.20"
"Libya","Other Fuel Combustion","1995","0.19"
"Libya","Other Fuel Combustion","1994","0.18"
"Libya","Other Fuel Combustion","1993","0.18"
"Libya","Other Fuel Combustion","1990","0.16"
"Cuba","Other Fuel Combustion","2018","0.31"
"Cuba","Other Fuel Combustion","2017","0.31"
"Cuba","Other Fuel Combustion","2016","0.32"
"Cuba","Other Fuel Combustion","2015","0.32"
"Cuba","Other Fuel Combustion","2014","0.32"
"Cuba","Other Fuel Combustion","2013","0.32"
"Cuba","Other Fuel Combustion","2012","0.32"
"Cuba","Other Fuel Combustion","2011","0.33"
"Cuba","Other Fuel Combustion","2010","0.33"
"Cuba","Other Fuel Combustion","2009","0.35"
"Cuba","Other Fuel Combustion","2008","0.37"
"Cuba","Other Fuel Combustion","2007","0.39"
"Cuba","Other Fuel Combustion","2006","0.42"
"Cuba","Other Fuel Combustion","2005","0.44"
"Cuba","Other Fuel Combustion","2004","0.41"
"Cuba","Other Fuel Combustion","2003","0.39"
"Cuba","Other Fuel Combustion","2002","0.37"
"Cuba","Other Fuel Combustion","2001","0.35"
"Cuba","Other Fuel Combustion","2000","0.32"
"Cuba","Other Fuel Combustion","1999","0.36"
"Cuba","Other Fuel Combustion","1998","0.40"
"Cuba","Other Fuel Combustion","1997","0.44"
"Cuba","Other Fuel Combustion","1996","0.48"
"Cuba","Other Fuel Combustion","1995","0.43"
"Cuba","Other Fuel Combustion","1994","0.34"
"Cuba","Other Fuel Combustion","1993","0.36"
"Cuba","Other Fuel Combustion","1992","0.39"
"Cuba","Other Fuel Combustion","1991","0.41"
"Cuba","Other Fuel Combustion","1990","0.43"
"Azerbaijan","Other Fuel Combustion","2018","0.28"
"Azerbaijan","Other Fuel Combustion","2017","0.28"
"Azerbaijan","Other Fuel Combustion","2016","0.28"
"Azerbaijan","Other Fuel Combustion","2015","0.28"
"Azerbaijan","Other Fuel Combustion","2014","0.26"
"Azerbaijan","Other Fuel Combustion","2013","0.25"
"Azerbaijan","Other Fuel Combustion","2012","0.23"
"Azerbaijan","Other Fuel Combustion","2011","0.21"
"Azerbaijan","Other Fuel Combustion","2010","0.20"
"Azerbaijan","Other Fuel Combustion","2009","0.20"
"Azerbaijan","Other Fuel Combustion","2008","0.20"
"Azerbaijan","Other Fuel Combustion","2007","0.21"
"Azerbaijan","Other Fuel Combustion","2006","0.21"
"Azerbaijan","Other Fuel Combustion","2005","0.21"
"Azerbaijan","Other Fuel Combustion","2004","0.22"
"Azerbaijan","Other Fuel Combustion","2003","0.22"
"Azerbaijan","Other Fuel Combustion","2002","0.23"
"Azerbaijan","Other Fuel Combustion","2001","0.24"
"Azerbaijan","Other Fuel Combustion","2000","0.25"
"Azerbaijan","Other Fuel Combustion","1999","0.25"
"Azerbaijan","Other Fuel Combustion","1998","0.26"
"Azerbaijan","Other Fuel Combustion","1997","0.27"
"Azerbaijan","Other Fuel Combustion","1996","0.28"
"Azerbaijan","Other Fuel Combustion","1995","0.28"
"Azerbaijan","Other Fuel Combustion","1994","0.23"
"Azerbaijan","Other Fuel Combustion","1992","0.15"
"Azerbaijan","Other Fuel Combustion","1991","0.12"
"Azerbaijan","Other Fuel Combustion","1990","0.10"
"Denmark","Other Fuel Combustion","2018","0.27"
"Denmark","Other Fuel Combustion","2017","0.27"
"Denmark","Other Fuel Combustion","2016","0.27"
"Denmark","Other Fuel Combustion","2015","0.26"
"Denmark","Other Fuel Combustion","2014","0.27"
"Denmark","Other Fuel Combustion","2013","0.32"
"Denmark","Other Fuel Combustion","2012","0.35"
"Denmark","Other Fuel Combustion","2011","0.45"
"Denmark","Other Fuel Combustion","2010","0.52"
"Denmark","Other Fuel Combustion","2009","0.47"
"Denmark","Other Fuel Combustion","2008","0.52"
"Denmark","Other Fuel Combustion","2007","0.53"
"Denmark","Other Fuel Combustion","2006","0.57"
"Denmark","Other Fuel Combustion","2005","0.60"
"Denmark","Other Fuel Combustion","2004","0.65"
"Denmark","Other Fuel Combustion","2003","0.66"
"Denmark","Other Fuel Combustion","2002","0.67"
"Denmark","Other Fuel Combustion","2001","0.68"
"Denmark","Other Fuel Combustion","2000","0.66"
"Denmark","Other Fuel Combustion","1999","0.68"
"Denmark","Other Fuel Combustion","1998","0.69"
"Denmark","Other Fuel Combustion","1997","0.65"
"Denmark","Other Fuel Combustion","1996","0.66"
"Denmark","Other Fuel Combustion","1995","0.56"
"Denmark","Other Fuel Combustion","1994","0.42"
"Denmark","Other Fuel Combustion","1993","0.34"
"Denmark","Other Fuel Combustion","1992","0.29"
"Denmark","Other Fuel Combustion","1991","0.27"
"Denmark","Other Fuel Combustion","1990","0.25"
"Finland","Other Fuel Combustion","2018","0.26"
"Finland","Other Fuel Combustion","2017","0.26"
"Finland","Other Fuel Combustion","2016","0.26"
"Finland","Other Fuel Combustion","2015","0.25"
"Finland","Other Fuel Combustion","2014","0.26"
"Finland","Other Fuel Combustion","2013","0.26"
"Finland","Other Fuel Combustion","2012","0.28"
"Finland","Other Fuel Combustion","2011","0.26"
"Finland","Other Fuel Combustion","2010","0.30"
"Finland","Other Fuel Combustion","2009","0.28"
"Finland","Other Fuel Combustion","2008","0.27"
"Finland","Other Fuel Combustion","2007","0.27"
"Finland","Other Fuel Combustion","2006","0.27"
"Finland","Other Fuel Combustion","2005","0.27"
"Finland","Other Fuel Combustion","2004","0.28"
"Finland","Other Fuel Combustion","2003","0.30"
"Finland","Other Fuel Combustion","2002","0.30"
"Finland","Other Fuel Combustion","2001","0.30"
"Finland","Other Fuel Combustion","2000","0.28"
"Finland","Other Fuel Combustion","1999","0.30"
"Finland","Other Fuel Combustion","1998","0.31"
"Finland","Other Fuel Combustion","1997","0.32"
"Finland","Other Fuel Combustion","1996","0.33"
"Finland","Other Fuel Combustion","1995","0.32"
"Finland","Other Fuel Combustion","1994","0.33"
"Finland","Other Fuel Combustion","1993","0.34"
"Finland","Other Fuel Combustion","1992","0.34"
"Finland","Other Fuel Combustion","1991","0.35"
"Finland","Other Fuel Combustion","1990","0.37"
"Haiti","Other Fuel Combustion","2018","0.23"
"Haiti","Other Fuel Combustion","2017","0.23"
"Haiti","Other Fuel Combustion","2016","0.23"
"Haiti","Other Fuel Combustion","2015","0.23"
"Haiti","Other Fuel Combustion","2014","0.23"
"Haiti","Other Fuel Combustion","2013","0.22"
"Haiti","Other Fuel Combustion","2012","0.22"
"Haiti","Other Fuel Combustion","2011","0.21"
"Haiti","Other Fuel Combustion","2010","0.21"
"Haiti","Other Fuel Combustion","2009","0.20"
"Haiti","Other Fuel Combustion","2008","0.20"
"Haiti","Other Fuel Combustion","2007","0.20"
